sha256,modify num,add_edge,rewiring,add_node,delete_node,node num,edge num
08759D4F31146C75336A4A9FEAFAB23F12C084C40350C1AD702A2B0B2E327C40,1,0,0,1,0,573,1667
08773532E3520672EDF39010A88BBB3F4BF93F180867C8CF8183DC1CDFA9E34F,1,0,0,1,0,922,4532
08991DB2B665BF366E99929DB192ECF683FA2005433DC0F69677A9B36A51EA05,1,0,0,1,0,1371,6212
08A0D68A4742BC2FFA192782B3066EA7A546EA1A7B1EC4399B7EE722E17EBD86,1,0,0,1,0,2489,11658
08CFC78B14874BD201942D0BCE80A884EDB96BB81BD4EAC8ADD8E3D91DA3B6F6,65,4,6,50,5,1405,4220
091EA95239F9C7B9DF5C644E3EF48D9D750395AFAF77A6E1A2A3318567609C50,1,0,0,0,1,327,918
09240551BD4607C87D6016DEB717BD3E908ACDCEF9D600DB112DDB24D6CDE427,1,0,0,0,1,1283,4389
092E6AADCD46C350B9BF7F13975DFCEEC76A89D66D2F15544DC4001E20335F2C,1,0,1,0,0,707,2580
092EB59643160CCBEE23B678D8A2BD8C9C29141B919783589B92D7D2B8DC6454,291,102,49,51,89,1293,4223
0932F8D67F4FBA277AB60272E0D572C499897CC8D4020198E995E3C0CD620213,1,1,0,0,0,520,1733
0938A25B9B00C9C5246A7608C32471877BED2F906DADD6CDBC0BD904DD3CC36F,37,33,3,0,1,4540,18101
0966F23A3CFA94A50764C081BE1EE95F2DE1F90E71CB0DA15641204668B399DD,1,0,0,1,0,1423,6290
097C360EEB19B205E2339CA6F1AEA7E945DDD3D5D326304664BE10201138315C,1,1,0,0,0,1205,3302
09823A0DAB88C579214053E13C1CC6C3CBC2E6BEC610A16CF7A5A54F29441513,1,0,0,0,1,183,301
09D0A151AD88C057ADDAD58550FFC33B55BCD30B5A69DFAD98968885FE94ECBE,211,83,52,43,33,1153,3924
0AB8153932E58B552EE85098A96CABCBB85B63267F554C7D8F81DD7954CA63BD,1,0,0,1,0,433,1200
0ACA8EEDBE8F23A25A2832F89152C7D21AF1545BCF38B72EFD794F681F0E33CC,1,0,1,0,0,1972,8737
0AEAE6B2179D71AAFED395331F4031C8D9DDEE02288E17A57B2AB2A24AFC5021,1,0,0,1,0,1757,7792
0AFF4A2737F1B8D83235D9C1343CDEC73F19F6BD11B239F9B79F08D9979EDBFD,1,0,1,0,0,1512,5536
0B21EFE6D7B34726A328FCD9CF03A41D86F650C7E433F2F8D48A6AD875773C90,1,0,0,1,0,845,2261
0B232EFB2311F7DE31F6C5F22E66387088CB893B446BD17F927D0DCD079E2C5C,226,54,79,41,52,412,1926
0B4490B893AB1CDE809A2F659F121C0D30CFA32EA1F3D64E3328F465AFD7F713,1,0,0,1,0,1227,4316
0B6970403ED517D426394FBCE05882F775C8DF55B04282C77CF8EFA54BC1798A,1,0,1,0,0,745,2580
0B704599E4E2F9BCAC34E086F929A9E100F31A9B65C995B52F4A7CDAE5579C99,1,1,0,0,0,899,3101
0B776E0392BD114EEE7C16E4E244F4A2C5D52C9056222C93E39F53DA0802542E,1,0,0,0,1,1170,5893
0C0ED474266597305DE77BA97742FD2F1100EBF01E3F74F538DC745C75CA3052,1,0,1,0,0,917,3242
0C517F6B1E8503D6E5E7FE5853074C1D29A1C51167391469CE8966222F3F0BFF,1,0,0,0,1,1773,7810
0C54F070D8D96C048DFE6010907F3D5DAD04069EB79F9528070B375DCC474197,1,0,0,0,1,1757,7792
0C592DE9FBCF94B7DC5046EE794F283EBA6497C8733F37687BE8CBAAD3C514C4,1,0,0,0,1,1757,7792
0CC42BB700A751A06B003ACF59A98C258683CA5FD8680D40AF774A90E08BAB3B,1,0,0,0,1,1757,7792
0CC7689CA09204223B9443A502D56E44A3B62530E9338D603D589CEEEA97E11D,1,0,0,0,1,1757,7792
0CCD7CE49BF854DDA25EA3D4AEC3592BE29F81ADEE7A24A89A910247D3AC991F,1,0,0,1,0,733,2454
0D2551B92AAFCFFBCCF3CA1286F5F41BC66D6C6E1AA56EEA0B7EFB38F013C7EF,1,0,0,1,0,819,3266
0DA681C6A49A5B785A93E135D19FB23FC11E8DA13D048F23123AAC100698BEE4,1,0,0,1,0,1757,7792
0DD696CAE9F5FC107BAC087165A9FB11CD30349541C80780294EBCD4AD86E64A,1,0,0,1,0,761,2355
0DF46B9FC3120195BBDB683697610D1B95C0758837F979C9B1E76A6E74D91D06,1,0,0,0,1,979,3309
0E053D49D46D8566575C06F15DA7A33A451AFC2E53DC43CA40FCAAA6F1229220,1,1,0,0,0,1399,5348
0E1D26E0C112417A5B1B1062C4B04FBABA0A300A70E3774D46B5A353AB4F5A67,1,0,0,0,1,729,2715
0E509A26D29430E1C2CB4BF89FFB511623E07236D81CAECFE7834F9E4F946E08,192,45,75,40,32,887,2497
0EE890992FF04D9B0AAF0BD245574B865D76074449C375ADC67EC9750005EB0A,12,0,1,0,11,601,1624
0EF94128C6D8AFFDAE0E007AB14A8536ED89B63471C37592512A344537BA9226,1,0,0,0,1,894,4367
0EFAC49EB4CC7F26246EFE698B069C1B4CC22392AAC00C6A441466C1FDA9B149,1,1,0,0,0,1211,4369
0EFC2D1648650412287D7BBF05E2F897F0F3FC3C35ED8004B19DCC646D26D5BD,1,0,0,1,0,1757,7792
0F7A047F376F8F8F7240FA6330196D217BBAC34DFF5C3FFCC4B3E7A8D1689D43,1,0,1,0,0,583,1959
0FBD58C03DEED9D19125ED94213E97889DD984B3577398110F6D70EE00AC5FCA,7,0,0,6,1,3724,19827
10032DC19F609ED8B7577A5620C87A1BD9605EF0B12654E5983982CD640C0D89,1,0,1,0,0,506,1175
103439C6DE164058F86CB72499B1F96CB79476D8D64F896FFA71BC2CBEA1C8E2,1,1,0,0,0,1757,7792
106B0CA22E12DEEB74FB88378F73A3D3403A8451231924F1593334CE43696DC2,1,1,0,0,0,1757,7792
10733E11046FCA04EF6C0FF5C433F0E1861454167448BA826480F25135A40031,1,1,0,0,0,595,2031
107FF43836156F52CFDCDA781258E017852DCE5B64264D38F92A5B220C2B7F88,1,0,0,1,0,1001,2785
10A612C88FCD6D2790ED85047325209F514C6AAAAB72DBD4A5922B51C1BE4687,1,0,1,0,0,503,1927
10A8A30E1EEF6B0725401BC81DA43B4565C5CE019208DA5325D587A36D5CC033,106,0,64,23,19,1261,6116
10E8587197A34E1D5A9BD1AFCFCD3CDED05B229410964C6E6AC2F4858E302F4A,1,0,0,1,0,1757,7792
1122A4F0071F7521843E1D1B3B647748CE695B102FC1E0F453E4F59B82F91CEA,1,0,0,1,0,1757,7792
1125DA797C35480AEEF2D279C39DBF473C189754610EA0F8EC6D694E6DC0F33D,1,1,0,0,0,858,4116
1146E8CCC7257EF10D14C0565810FAE7F6D2C9BE95E20877F2171094F7934E0B,1,1,0,0,0,2895,14092
1149CB196CF0E0588B4FCE8F2E00A2492A5FCA5A6D2E7D63A1D206D5F6D4DF81,13,0,12,0,1,1096,3257
1191E801AFD8ECC9D28565036DC64962EA2C631F3D1FC5437340620949B6A39C,1,0,0,1,0,1757,7792
11BAC59332225614E5D464F1CED87BB2AE0FE71EB4FD2D4EC734BA51071C85E2,1,0,0,1,0,2468,11562
11C00D246153D3BDEACE1CB4FC6C96FD531D833D7B534D37A3BCEB510D141F4B,1,0,0,1,0,1757,7792
11D914F92CB565C28BAD2F63D9776774DFFA23C14AF70AD77DEA02971F58953B,1,0,1,0,0,1371,4965
1237FEBE3D00AB2F73AE440450CF20477FBDF529A0452AA022FEAF554C09DAB9,1,0,0,1,0,3203,14812
127E98C961AE8EC70E060D39E543A14848640F87395A97EEE420603F43253B21,52,0,2,49,1,2457,11507
1367FDDAC735D0EC46C9E5528908B04ED899804D3044B0F3789D7C69AB5F7939,2,0,0,0,2,1180,3678
138043DF6184026DDFCF4BBFFCF730FBAB1FA535F67AB47923A0D630F3E25D4D,46,0,0,46,0,1030,3365
13B506EC67A6920465F88F446EC5EC3C7ACCAA0783EB263CE51F90651325F837,1,0,0,1,0,2626,11656
141816677CE6D6620C0B76861673F0DD1CCB14D18D91A01DDE0D5BAD17072C4C,35,0,1,0,34,723,3227
14B5232E97959AB69199272C87D70F392F39935D19276BEBA9AB976D1E50FAFB,1,0,0,1,0,1861,7899
1515982D18FB69B086F038C1E320626E075CC3C303F0C21C94E9766FCB59AC09,1,1,0,0,0,846,2360
15332577806A988740428D43787754160C83488E55422F2E0DDA054C39A042E4,1,0,0,1,0,917,3242
1556DF7FF79756F9743A5599C51E451C42ACD1D1CDA89BEBEE33E782BC598C92,18,15,0,2,1,375,1265
15DB53D6CC0EEC1A456A43D8B873C83BA69E83D876A90BE07A64BDEE9945FD12,1,1,0,0,0,969,3632
161E314A9683EA4356678117D006913285A9283F4F0B974CFCEDCC09838DAA1D,1,0,1,0,0,1757,7792
161FFAE9FA90836300DB68345AD8FB9CB577736E46999A51DAF5FD83789F147D,1,0,0,0,1,1773,7810
1631D5E54547BA3B709B957E21E6139052C65C047B52BD2FE4E24DB2A4414A66,1,0,0,0,1,2476,11810
16353E1EDDDDBE70B80A2EE9D02480AC291D841788D20B0441BA1F8AD14A4FC5,1,0,0,1,0,2292,8335
16A987CC05CE83641C087FD540A06AA72921207FB8DA22F2E00C20D7F0CF9864,1,0,1,0,0,865,2812
16EC3052996E1C3C9FA434DE50EA95CACF078756F0D2E8CE1510F48FC92C6D19,1,1,0,0,0,850,3035
1720D9A10A0ECDD5B9459350B46F078C023140296BDE4F6F7BE6A5FD158093A1,1,0,0,1,0,1757,7792
17324DA99A381B6070B64BE1F3364FF7C6CEAA8EA693CE4AB18FC12310352497,1,0,0,0,1,597,1342
173455BF5C52FEEF5BF9FBA8B2708EAE3D97EDDCDF471C2A3480CDE199E63A1F,9,0,7,0,2,496,2714
1765958F502BC395F73C7125D388D7AFB25E272D823B1EDBFFE40E5832797462,1,0,0,0,1,651,1966
176B7461C20D89273DD59C28C02C3F6184500A19F685ACF781CC0994123F7D2E,1,1,0,0,0,489,1679
17B815C2834B269842B5413422FBAFDCDCBB5743708066E471E70B44F7B449ED,1,0,0,0,1,729,2713
17DE25621BB84CE4D53A00AA003D0161883F7742D92237413EC165B27AE2E987,1,0,1,0,0,922,4518
18021E069E5A8275337086E8C428F055978868412D96F7B75833294AAB8DBF7F,1,0,1,0,0,212,464
18FE62CC9E1F74D541884755A0A6F493FC91FCD457BBCEE59C7E16A5458BBD55,75,11,54,3,7,570,1464
190F80E88CF55B21DE68C3E6434C251503975A8A292AD3A799491130AD076172,297,123,49,70,55,486,1510
193CCE41270EB71AB117CE4064EC8ABF69B0EC849840F7C929D97322240E5C8B,54,4,0,49,1,828,3265
194A366FEDC12698B8CB3975491D00D84A4AC27E5C3521A5BC48B93065388C53,1,1,0,0,0,2532,9489
1968E8AC04E65E6C200EDA249B5B92F836DDBCAF5ABCFFFED1C2E04B471E6895,1,0,1,0,0,1053,3475
19A66537510A1D772AEABEBE47427D84F8657F21C59DE098F66A5F1AE0041439,1,1,0,0,0,1760,6996
19C14D68FF6490AEC8AFBFA9E132A7862C0393CDE37652B4D9F0B26BB13844EF,1,1,0,0,0,2125,7234
1A034BC86DFE0C52F668CA7405CD98EAF0F558E374E8A92E8203C5374C4D869D,16,0,0,16,0,1068,2832
1A22E37C470583965185CC742A95582239DA5E27153EEE38452756ECD0E9614D,1,0,1,0,0,1158,5181
1A69BCCAF5567984F436529A5A3A576336D63F0C2149A5111D23A767DF9D6F32,1,0,0,1,0,213,461
1A9E38BFD572C55DC28EDB95432EB80B63BC18D18302098C1E6101AF800FBA0F,1,0,1,0,0,541,1243
1B07DE0AFEE0951A5B05718AE7453D9513A5F111C90564B2C4A1476BC191AE45,1,0,1,0,0,1576,7082
1B3581C453AAB20D751EE8257F7F55AB0AFBA03B7F458D06E8D9DA83BC717C69,1,0,0,1,0,1048,4408
1B7BA4CDF9AC35BDBBF2EC45F9454ECE5252DAB9C4B6EE02085A7C78AAFA1899,1,1,0,0,0,747,2350
1C2ABBA3E925755B621508FC082A6EC31469DAB7BE4DFC2BD7C909DA962647D3,1,0,0,0,1,716,2128
1C3B07125748256705E75892B7611A90F70187025B40F89B6AA7DFC054D083D5,1,0,0,0,1,802,3327
1C8107D82833C2F21B4AD11C12B6285C4D4C2A033D578017D1603FFB801AD6E6,296,75,60,113,48,896,2521
1C9BDBD26F76A752ADE741C77A74A8255C4AB9C5974856AF27BEF98F644B25EA,1,1,0,0,0,1426,6052
1CB3F1A8FEA0338B22167BC9BB530B2271B138EEAF4CA0D1E95B5F78096A7817,311,84,70,92,65,1197,3668
1CE4BD7C5E9633E073007CE4CB244F68140861F4B6318F1BF2FD05F8D00D1CEE,12,0,1,10,1,433,1235
1CFAF3F1F985D5D188C491D2E70CE72D95042B5B86B50F589EB5E0FA637221EC,12,0,0,12,0,489,1519
1CFE6C122F4DCA30BAB1796D15C5C14E9FC6C18102246DE1500D5602DFC3B977,1,0,0,0,1,1773,7810
1D3F519574F8644F2D79F26417822636EFDC7F50D6AA136F51FFDC59925F3B26,1,0,0,1,0,3372,18079
1D5DDBC2A8B0145141C7C80826741B35CA963F05E52CBC09EA3A057254581AB0,1,0,1,0,0,903,3127
1D6C8AA33F7463A69B3D571E58E224560C7103259B972500DBD8A45C05BBCCD5,1,0,0,1,0,1202,6077
1DA4D69FD2AB764B74837E8B57F044C9BD920306A65EA069CAF92DA455F93E0D,1,1,0,0,0,482,1483
1DF910F43B4D730E361A4B5147BFF6E04EBB39B27859040FAABF35EFAE385380,1,0,0,0,1,516,2231
1E06FD3B157645291CA49E4D23A31360A113EAC33DF97C65C3C34EA0CD9A25AF,5,0,1,3,1,1425,3925
1E12ED5CDB5A0D10AD54477AB57CFEB6A7E86AA853AE723FA3E0D1B04A3C79E0,1,0,0,1,0,799,3020
1E1D19562E52B26BCCC0A842C553DE0648DF4BD48486FD4E40FC13CB156E877A,1,1,0,0,0,1637,5270
1E323A0CFFF45643DCD5422FEF5E4178F92DAFA1710ECD9F0F0704ECF7842DDA,1,0,1,0,0,717,2788
1E341639E3C17477C5E12EEA342DE30CAE7893BC27B576EE13A0FC0D0406B395,1,0,1,0,0,936,3384
1E37E8686FDB486761B70C38783F28EAE91E5A630B3B29C50AF90F85DFEAE029,1,0,0,0,1,1191,4999
1E3C80FA4B9BEDB25E290B8F6EEC848CB84B8E7281CB33B5B45234987899237D,1,0,1,0,0,4337,21815
1E40FDE17F3047685664336C232582BBA935E36497481B2099ACC1409601C2DC,72,1,8,58,5,1161,2950
1E689C4282E5EFDDB9D834A33C7446D8195B5CE841F20E7C04908AF24ED919AE,1,0,0,1,0,1319,4826
1E789ABF1A43E4A73A02FA7FE469CB0285DBC5C1FCD552B7C281C3E70DCB044F,1,0,1,0,0,966,4878
1E89E4054A52C4D38CC7D40C7955D6CA87E3A6404C4BD561847CC9D061D752F7,62,9,1,48,4,1749,6122
1E8A9143F243A2DC238344069A50F1FE44648C0C6A9746F7F54D785D0BAB2F24,1,0,0,0,1,806,2171
1EB5A1283C4E2804F4CC92035A5E1F085CA33AE6BA440C94F728D80F32B6373C,31,0,0,2,29,395,1061
1ECDD4DBD954A0A0DEA7E797E0C77E2D2E6C765F89263AC63A2C442F47C254B5,1,1,0,0,0,729,2713
1F06E6AF85AC0403D5D9AD4913A220119314C9BC53E497F7885C3CD131C454CB,1,0,0,0,1,1231,3980
1F1553D4F9E3EDEC53AD8122F40FF3E6B4AE4C624049E22EE885E7CE576BCC1F,1,0,1,0,0,1757,7792
1F22A83E3A1E7E6748CB7F9E7FE4547E9F8B085025177437A4DC64B3C001B1CF,3,0,0,3,0,231,482
1F5A0CED4278D3AC018A69D3E3F7C7AFED0816AD830AFAE841F0EBC0A4CFA00B,1,0,1,0,0,1139,3452
1F8BA9B235F4369C38605586AEC4E0778FC79F4F6579F1EECC8BC57734C89445,1,0,0,1,0,354,1082
1F904BC428FAB07319096E2FFEEFE54B5101A8BE6656C25DF376DB835456CB9E,1,0,1,0,0,3761,19645
1FE529CB4567B73DF219E3DE436944FACE12B450CE76573D12AA4FED6637AAD5,1,1,0,0,0,472,1454
200AB8F007FE1435CE8EF74E267E7868B7737391901DB4F1B384ABF677D034EE,1,0,0,0,1,2152,7488
200B68EE9E4B6F9BD685BD86A5DAF598534422496AAE7A267CA93967E01028CA,1,0,1,0,0,274,561
20164576E6C87A283E428B12A6F0F2DB3685273F4BA9271244E455B657CC3960,1,0,0,0,1,1405,4893
20184D50BADA511ED7C3E7557069C0A3476483F872DB714EC98A16C368CE28AF,26,0,0,25,1,986,2823
204D6382C983BD79469F70A12A15E3AFFF2019CEFBEC13A80989B2BEA888629B,66,0,1,57,8,1295,5254
2054169E75895A5FEEAA5904AD7C2082840C14F95A81C2875E37C10BD13FFF7B,1,0,1,0,0,1647,7709
20C9E2B8E94EB46F1B180AE426E1D9D3E0447D708742A25EC0DA925C655F2D5F,1,0,0,0,1,1231,5153
20CA3370624ADDD47EBF50D1D9E87ED5E48AD6F5C4F3B2325137C78C9389A9F9,1,0,0,0,1,2366,10210
20D24D950EC00984778521D25E42D9D64B5A0FD4F38E628F13D2EBBC019EDBA7,1,0,0,1,0,1131,3957
21501A64946D5C694474672E8B8877E26CBE6DF265EB8EAA3D4D6B2980E3CB47,2,0,1,0,1,861,2694
21535B841DB2DF9262BBFB001D4B42460FF253A4C87F15BCB5F7AD9B3A13284B,1,1,0,0,0,1146,5725
217B23B18C95A0AB069437EF02D20CF97D0C0AB31BB1EC277FDBC04DA3B3E2AE,1,0,0,1,0,1285,5053
21AFD59C312D5E2B670C2153FD582DD68FD673F46847AA6EA031A0E81EDCC759,11,0,0,0,11,1309,3352
21DCD1E987B427AFE796536B6674B8BF1D3E5EB8A0856F069CB9FD6B2360B4D9,1,0,0,0,1,1405,4893
220E8E6E71BA80DEE23E0547409E68BEA2079B48D835CA3473FEEBA214801487,1,0,0,0,1,1278,3707
22A1A6DD9C8A32D72633722C8A80A8CD69C786F2A4694D5C37A6C8DDD185F0BD,1,0,0,0,1,569,1647
23120BFDDFC41DB8DB2ABDF98CBBF7B4C9A7F6BF361CE2444BEFAE6CDA427AC9,1,0,0,1,0,1596,4887
236396183D0A2DF2E31A44BD808B8876AD57804EFF7AFE81F8B136133CCF0475,1,0,0,1,0,774,4284
237FCB56C9248DBA396D3599972AF6387238B22FF1776E884BA3E4021EB3D00E,1,1,0,0,0,1200,5930
23B9413AACB609B296771713B8B56A0049D212D5B3331479DD6158D169047F81,1,0,0,1,0,4484,21011
23E0DC8A71F2069166A3FD59A65D8F6051B016521B76EEF0043F377185596DCB,1,0,1,0,0,1237,4341
23E2E8C3F947BE08882811DAACF86FB086CE26AD8831982745B81A65B465D5EF,1,0,0,0,1,729,2713
23F36FF64FA69E7D59AA538E6A2CE1F1AC236F44DD60C791D3FCF687EC83DDB5,1,0,1,0,0,1018,3564
24354DCBD843E6A45D690E124A2261B54F4823929E465F116B01058017CB1947,8,0,0,0,8,1623,4793
243835A0C1CF0931E9623FCDB5DC90765002423A8B9DC528FC5AB6C2DF04A7E8,8,2,0,0,6,231,482
243A90BE3577D7E62D7C4895EA0644B6B9FA51A0187B8713219FF0822E90E3FC,1,0,0,0,1,1067,3614
2448EEBA32C440B78BC55F0817A9D55C0CB4F965258B82373ED538C6C3B8CA9D,1,0,0,0,1,815,2912
24987332CF2F9D83DA9DDCB481F16E7E3C2C42C9ED003DD40A5444EE9051D1E2,1,0,1,0,0,432,982
24BEF243309217E0423A5C4936425BF7433040B4845E66C36A5745DD3FF62130,1,0,1,0,0,2258,9115
24E49CA698036D247BB49472FA1BC73481A29BC4E8EA727473CF862A84B25E0E,1,0,1,0,0,1304,3862
2503BDFB05D90E6A7207BA9D88375C332B8119C88C52750AC2C1698AB4CBE51E,1,0,1,0,0,573,2043
251EB1B37DA9985E3FD0304005AEFBDED2F7093A32EE1E438D015CC6419E2182,1,0,1,0,0,453,2210
2520B46C0A6C057CF652588CA96094ED3F9FEA9F616E87CAD6601D233DE15F79,1,0,1,0,0,566,1487
2534C63657B86D9898EB79073C5A72C612C033F4730EC5FBAE167685AE713FE2,1,1,0,0,0,563,2035
253D2FF9524B9900617F7079AACE7EEB104F4B5D48D3518D8BC3FE96279EA37D,1,0,0,1,0,1734,6417
2590451C6A05D6C02F427580988A233970236A7F6945CE5E63E76AD072247001,1,0,0,1,0,4559,20576
2594BBF1692F98E8C1A454A4CBE815A163CE975D652A5B676B769846E970A772,1,0,0,1,0,745,2580
25A774945ED2AF6E2A0503FABA5BDF6449BB69B9B0711CE998ADD3A3D210D1D7,12,0,1,11,0,1777,6589
25B799DFD4B11DCD6C7F82234042E4398D2CCA0D131B36EA75BA77C896EF3B00,1,1,0,0,0,1566,6452
25BEECE6B5834214EE0F7C90607CFF65CEF17E4ABFCCED7EB67B6844C9077903,1,0,0,0,1,1757,7792
